loan_amnt,loan_term_year,grade,int_rate,purpose,annual_inc,emp_length,verification_status,home_ownership,addr_state,dti,total_acc,total_pymnt,recoveries,collection_recovery_fee,loan_status,repaid,annual_return
7200,3,A,8.49,debt_consolidation,60000.0,2 years,Not Verified,RENT,FL,6.96,19.0,7573.6027142616,0.0,0.0,Fully Paid,1,0.08604605414109612
3000,3,B,10.99,debt_consolidation,49000.0,2 years,Source Verified,MORTGAGE,NJ,12.96,30.0,3437.3499999999,18.6,0.0,Charged Off,0,0.1433031995947338
10550,5,C,13.49,other,128000.0,10+ years,Not Verified,MORTGAGE,CA,5.75,16.0,13539.5376600774,0.0,0.0,Fully Paid,1,0.18348314615406047
12500,3,B,11.49,credit_card,60000.0,4 years,Source Verified,RENT,TX,12.44,17.0,14836.9996704478,0.0,0.0,Fully Paid,1,0.16800056098061855
3500,3,A,6.99,small_business,20400.0,1 year,Source Verified,RENT,TX,4.0,13.0,3872.9906589997,0.0,0.0,Fully Paid,1,0.11334030254156024
25000,5,C,13.49,debt_consolidation,81000.0,5 years,Source Verified,RENT,NY,22.09,20.0,31662.50005422749,0.0,0.0,Fully Paid,1,0.1834831461540667
8000,3,B,10.99,credit_card,42000.0,2 years,Source Verified,RENT,NY,3.14,8.0,9323.2343220442,0.0,0.0,Fully Paid,1,0.16180240010704328
15000,5,C,12.99,credit_card,100000.0,10+ years,Verified,RENT,NY,11.52,20.0,19461.8442887391,0.0,0.0,Fully Paid,1,0.19394590283920143
12000,3,A,5.99,debt_consolidation,31000.0,8 years,Source Verified,OWN,NJ,1.39,44.0,12657.7091802523,0.0,0.0,Fully Paid,1,0.07962511484782664
16250,5,B,11.49,debt_consolidation,63600.0,6 years,Verified,RENT,NY,29.36,37.0,21292.1199848748,0.0,0.0,Fully Paid,1,0.1900427577300592
20000,3,B,11.99,debt_consolidation,76500.0,1 year,Verified,RENT,IL,11.65,16.0,23910.7984284187,0.0,0.0,Fully Paid,1,0.17423044110604557
20000,3,B,9.99,debt_consolidation,160000.0,3 years,Verified,RENT,CA,8.6,19.0,23229.005296349,0.0,0.0,Fully Paid,1,0.1704503534168449
20000,5,D,16.89,other,65000.0,< 1 year,Verified,RENT,NJ,6.72,19.0,26589.8763393877,0.0,0.0,Fully Paid,1,0.21198334221287407
19000,3,A,8.49,debt_consolidation,100000.0,10+ years,Not Verified,MORTGAGE,FL,12.12,37.0,21440.7330283855,0.0,0.0,Fully Paid,1,0.13128191009792212
2200,3,A,8.49,other,175000.0,10+ years,Not Verified,MORTGAGE,NJ,16.37,29.0,2565.960723171102,0.0,0.0,Fully Paid,1,0.15217554815799916
3075,3,D,15.62,debt_consolidation,28000.0,1 year,Source Verified,MORTGAGE,TX,24.47,17.0,2034.36,105.66,1.13,Charged Off,0,-0.40587962369956443
8000,3,C,13.49,major_purchase,96000.0,8 years,Not Verified,OWN,TX,10.45,8.0,9771.9181863137,0.0,0.0,Fully Paid,1,0.19311197956468873
25000,5,B,11.49,small_business,96000.0,10+ years,Verified,MORTGAGE,FL,9.84,28.0,29701.690480294,0.0,0.0,Fully Paid,1,0.14763038894243263
6400,3,D,15.62,other,150000.0,6 years,Not Verified,MORTGAGE,IL,19.91,54.0,8056.985642677699,0.0,0.0,Fully Paid,1,0.2204251547190068
4000,3,A,5.42,other,36000.0,< 1 year,Source Verified,RENT,CA,5.17,37.0,4337.6156138582,0.0,0.0,Fully Paid,1,0.0948537437519783
3500,3,C,13.99,car,38400.0,4 years,Source Verified,RENT,CA,11.44,7.0,4305.7248459171005,0.0,0.0,Fully Paid,1,0.19947032298854062
22325,5,B,11.99,debt_consolidation,60000.0,3 years,Verified,MORTGAGE,CA,23.16,26.0,26558.480384692,0.0,0.0,Fully Paid,1,0.14485449567080622
10000,3,A,5.99,wedding,60000.0,10+ years,Not Verified,MORTGAGE,CA,0.2,27.0,10146.5766803445,0.0,0.0,Fully Paid,1,0.05653935375063113
20000,5,C,12.99,credit_card,88000.0,2 years,Verified,RENT,FL,27.71,37.0,25376.25390357939,0.0,0.0,Fully Paid,1,0.17673338921894466
15175,3,F,21.74,credit_card,75000.0,10+ years,Source Verified,RENT,NJ,21.82,36.0,20789.9082824582,0.0,0.0,Fully Paid,1,0.30228412790826
5700,3,A,7.49,other,11476.0,< 1 year,Source Verified,RENT,FL,7.22,7.0,6382.0504880189,0.0,0.0,Fully Paid,1,0.1192903051641796
10000,3,A,5.42,home_improvement,45992.0,10+ years,Not Verified,MORTGAGE,NY,13.7,29.0,10737.2285966514,0.0,0.0,Fully Paid,1,0.09485374375199296
12000,5,B,11.49,debt_consolidation,28000.0,3 years,Source Verified,RENT,NY,9.21,60.0,791.58,5.28,0.0,Charged Off,0,-0.999999999683803
19000,3,B,11.99,debt_consolidation,47000.0,4 years,Source Verified,RENT,NY,19.4,21.0,22696.601437620604,0.0,0.0,Fully Paid,1,0.1742304411060518
20000,5,C,13.99,debt_consolidation,105000.0,9 years,Verified,MORTGAGE,CA,7.67,27.0,21998.743814382597,0.0,0.0,Fully Paid,1,0.10722968538318667
7500,3,B,11.49,credit_card,45500.0,5 years,Not Verified,MORTGAGE,NY,18.78,33.0,6103.43,188.63,8.3277,Charged Off,0,-0.1719368092707535
12000,3,A,6.99,wedding,125000.0,3 years,Not Verified,RENT,TX,4.29,9.0,13261.7036215013,0.0,0.0,Fully Paid,1,0.11334030254156313
5600,3,B,9.99,credit_card,60000.0,< 1 year,Source Verified,RENT,TX,10.96,7.0,6521.054963721899,0.0,0.0,Fully Paid,1,0.1704503534168358
11400,3,C,15.23,other,60000.0,4 years,Verified,RENT,FL,11.84,16.0,14272.918071143104,0.0,0.0,Fully Paid,1,0.21537967252817558
12000,3,E,18.79,debt_consolidation,129005.0,1 year,Source Verified,RENT,CA,10.43,20.0,14565.6752314516,0.0,0.0,Fully Paid,1,0.21596292755310476
5000,3,A,8.49,vacation,40000.0,3 years,Not Verified,RENT,NY,16.5,22.0,2209.48,7.14,0.0,Charged Off,0,-0.736051639522822
9000,3,A,5.99,debt_consolidation,69000.0,7 years,Not Verified,OWN,FL,26.31,44.0,9604.581486442,0.0,0.0,Fully Paid,1,0.10153114032864652
9500,3,C,12.99,debt_consolidation,33600.0,3 years,Source Verified,OWN,NY,20.32,22.0,11521.659506138702,0.0,0.0,Fully Paid,1,0.1867859913980996
3825,3,A,7.49,debt_consolidation,35000.0,4 years,Source Verified,MORTGAGE,TX,14.74,26.0,4173.6729264526,0.0,0.0,Fully Paid,1,0.1192903051641856
25000,5,C,13.49,small_business,150000.0,8 years,Source Verified,MORTGAGE,NY,2.15,31.0,17099.55,15959.37,0.0,Charged Off,0,0.06615656839460127
28000,3,A,8.49,debt_consolidation,130000.0,3 years,Verified,MORTGAGE,TX,11.37,32.0,19600.5154471286,0.0,0.0,Fully Paid,1,0.13128191009791612
5425,3,B,11.99,debt_consolidation,22718.0,3 years,Source Verified,RENT,CA,10.04,5.0,6485.763417065,0.0,0.0,Fully Paid,1,0.17423044110604247
4000,3,C,13.99,credit_card,30000.0,1 year,Not Verified,RENT,IL,14.44,9.0,4705.4198756605,0.0,0.0,Fully Paid,1,0.17720939000840197
5000,3,A,6.99,major_purchase,60000.0,6 years,Not Verified,RENT,CA,23.62,41.0,5557.025542505,0.0,0.0,Fully Paid,1,0.11334030254155136
15000,3,A,8.49,credit_card,51500.0,10+ years,Verified,RENT,NJ,29.99,27.0,17043.9369874131,0.0,0.0,Fully Paid,1,0.131281910097919
24250,5,B,11.99,debt_consolidation,55000.0,2 years,Verified,RENT,CA,22.91,10.0,32358.2179633472,0.0,0.0,Fully Paid,1,0.19666270729258684
35000,5,B,10.99,debt_consolidation,135000.0,10+ years,Verified,MORTGAGE,CA,14.57,49.0,28386.86,14706.68,1040.4972000108,Charged Off,0,-0.20691475391072767
3600,3,A,7.49,medical,30000.0,< 1 year,Source Verified,RENT,TX,15.72,9.0,3686.22,0.0,0.0,Fully Paid,1,0.0497149951626672
16000,3,C,12.99,debt_consolidation,45000.0,2 years,Not Verified,RENT,CA,16.13,30.0,18973.1600354857,0.0,0.0,Fully Paid,1,0.1867859913980996
7000,3,B,10.99,credit_card,35000.0,5 years,Not Verified,RENT,IL,13.75,12.0,8248.9497310699,0.0,0.0,Fully Paid,1,0.1618024001070557
3025,3,B,10.99,debt_consolidation,76793.0,10+ years,Source Verified,MORTGAGE,TX,17.72,25.0,2673.81,14.31,0.0,Charged Off,0,-0.08430873389036886
6000,3,B,10.99,debt_consolidation,55000.0,10+ years,Not Verified,RENT,FL,15.25,42.0,7022.1707007497,0.0,0.0,Fully Paid,1,0.16180240010704638
13000,3,B,9.99,debt_consolidation,40000.0,7 years,Source Verified,MORTGAGE,NY,18.3,19.0,3355.36,8.8,0.0,Charged Off,0,-0.978163170724088
24000,3,E,18.39,credit_card,110000.0,4 years,Verified,RENT,IL,24.51,26.0,31500.6889533126,0.0,0.0,Fully Paid,1,0.2781071849755161
6000,3,B,9.99,major_purchase,36852.0,10+ years,Verified,MORTGAGE,FL,18.98,8.0,6968.6692324093,0.0,0.0,Fully Paid,1,0.14950060826484335
10000,3,A,8.49,credit_card,55000.0,5 years,Not Verified,RENT,NY,9.45,24.0,10573.348828106498,0.0,0.0,Fully Paid,1,0.08604605414109612
5000,3,C,13.99,other,48000.0,3 years,Not Verified,RENT,NY,16.75,14.0,2923.4600000000128,183.43,1.88,Charged Off,0,-0.4729426786791351
10000,3,B,9.99,debt_consolidation,42000.0,< 1 year,Source Verified,RENT,NY,8.57,5.0,11547.6550394701,0.0,0.0,Fully Paid,1,0.14950060826484624
4000,3,B,11.99,vacation,36000.0,10+ years,Source Verified,RENT,NY,22.43,33.0,4226.5840665148,0.0,0.0,Fully Paid,1,0.07782139061009197
9000,3,C,15.23,wedding,45512.0,3 years,Not Verified,RENT,CA,19.27,16.0,8590.86,1392.33,236.6961000138,Charged Off,0,-0.0639151987250639
10000,3,A,7.49,debt_consolidation,60000.0,2 years,Not Verified,RENT,NY,4.88,12.0,11196.5694267469,0.0,0.0,Fully Paid,1,0.11929030516417383
11750,5,E,17.99,major_purchase,33523.0,9 years,Verified,RENT,NY,23.73,35.0,17898.4899867889,0.0,0.0,Fully Paid,1,0.2792027235181631
3325,3,D,16.89,debt_consolidation,55000.0,9 years,Source Verified,RENT,CA,16.71,27.0,4261.02,0.0,0.0,Fully Paid,1,0.23699505504589102
6000,3,D,16.49,debt_consolidation,107000.0,9 years,Verified,RENT,CA,18.19,20.0,7090.624479409423,0.0,0.0,Fully Paid,1,0.18574720672995193
15000,3,B,9.99,debt_consolidation,50000.0,10+ years,Verified,MORTGAGE,CA,14.28,18.0,16193.0546946499,0.0,0.0,Fully Paid,1,0.10411929729547875
14000,5,C,13.99,debt_consolidation,41600.0,9 years,Source Verified,MORTGAGE,NY,8.02,28.0,19285.5100142701,0.0,0.0,Fully Paid,1,0.2235332597448103
2200,3,B,10.99,car,39000.0,10+ years,Verified,RENT,CA,18.98,24.0,2220.22,0.0,0.0,Fully Paid,1,0.03809002501534886
12225,5,D,17.49,debt_consolidation,105000.0,< 1 year,Not Verified,MORTGAGE,FL,4.23,21.0,6937.52,407.76,72.3995999989,Charged Off,0,-0.4149444448468198
5600,3,B,11.99,home_improvement,42000.0,5 years,Source Verified,RENT,FL,14.51,23.0,1787.84,1.29,0.0,Charged Off,0,-0.9192371098240817
6000,3,B,11.49,debt_consolidation,71000.0,10+ years,Verified,MORTGAGE,CA,22.04,40.0,270.0,270.0,2.55,Charged Off,0,-1.0
3200,3,B,11.49,debt_consolidation,31000.0,3 years,Source Verified,RENT,FL,19.66,12.0,3798.2746123908,0.0,0.0,Fully Paid,1,0.16800056098061544
30000,3,B,9.99,debt_consolidation,106921.0,6 years,Verified,MORTGAGE,TX,11.28,21.0,34843.4616341568,0.0,0.0,Fully Paid,1,0.14950060826484335
20000,5,E,18.39,wedding,57040.0,3 years,Source Verified,RENT,IL,4.96,20.0,30726.949989408306,0.0,0.0,Fully Paid,1,0.28491496053032983
12000,5,B,10.99,debt_consolidation,45000.0,< 1 year,Source Verified,OWN,NJ,14.61,22.0,14329.96,242.39,43.6302,Charged Off,0,0.1462175845514322
10000,3,A,5.42,home_improvement,55000.0,< 1 year,Source Verified,RENT,NJ,2.18,19.0,10790.010853117106,0.0,0.0,Fully Paid,1,0.09485374375199296
5125,5,B,11.49,car,72000.0,10+ years,Verified,MORTGAGE,CA,8.43,24.0,6761.1100050746,0.0,0.0,Fully Paid,1,0.1900427577300623
17000,3,A,5.99,debt_consolidation,62000.0,3 years,Not Verified,RENT,TX,13.24,48.0,17085.39,0.0,0.0,Fully Paid,1,0.05653935375062846
5000,3,D,15.62,small_business,65000.0,< 1 year,Verified,RENT,CA,18.28,23.0,1462.17,241.93,42.8796,Charged Off,0,-0.9772471799051399
2000,3,B,10.99,home_improvement,54000.0,2 years,Not Verified,OWN,TX,11.29,46.0,2420.0254710996,0.0,0.0,Fully Paid,1,0.1827894689064522
24000,5,D,17.49,debt_consolidation,90000.0,10+ years,Source Verified,RENT,CA,6.72,30.0,25376.8677770958,0.0,0.0,Fully Paid,1,0.08860036479747002
15000,5,C,12.99,debt_consolidation,103000.0,10+ years,Not Verified,MORTGAGE,TX,14.77,37.0,20473.1500383111,0.0,0.0,Fully Paid,1,0.21001933232682757
6125,3,A,5.99,other,120000.0,10+ years,Not Verified,RENT,NY,2.07,11.0,6520.850000000001,1.24,0.0,Charged Off,0,0.07975313268431727
10000,3,A,7.49,other,43200.0,4 years,Verified,RENT,CA,1.28,28.0,11196.569426747496,0.0,0.0,Fully Paid,1,0.11929030516417383
13675,3,A,7.49,debt_consolidation,90000.0,1 year,Not Verified,MORTGAGE,TX,26.53,48.0,14921.0423287125,0.0,0.0,Fully Paid,1,0.1192903051641796
15000,3,D,15.99,debt_consolidation,45000.0,5 years,Source Verified,MORTGAGE,TX,20.13,19.0,18982.0479842143,0.0,0.0,Fully Paid,1,0.22523047794914342
21000,5,B,10.99,home_improvement,72000.0,8 years,Verified,MORTGAGE,FL,21.45,29.0,21192.62,0.0,0.0,Fully Paid,1,0.054610702583618
12000,3,C,12.99,other,110000.0,6 years,Source Verified,OWN,NJ,9.96,23.0,14553.7036786913,0.0,0.0,Fully Paid,1,0.18678599139809027
5000,3,B,10.59,moving,50176.0,3 years,Source Verified,RENT,NJ,3.75,13.0,5323.189322004298,0.0,0.0,Fully Paid,1,0.08679815018762915
8200,3,A,6.99,home_improvement,150000.0,2 years,Verified,RENT,NY,2.15,9.0,9109.1611579925,0.0,0.0,Fully Paid,1,0.11334030254157201
14000,3,B,9.99,credit_card,110000.0,< 1 year,Verified,MORTGAGE,IL,5.93,20.0,16260.2667141138,0.0,0.0,Fully Paid,1,0.14950060826484024
1500,3,A,5.42,other,58000.0,8 years,Not Verified,RENT,CA,5.98,19.0,1626.6053070964,0.0,0.0,Fully Paid,1,0.09485374375197542
35000,5,E,17.99,debt_consolidation,750000.0,7 years,Verified,RENT,NJ,1.55,35.0,40451.6766650054,0.0,0.0,Fully Paid,1,0.13785042923638047
13800,5,F,21.36,wedding,62000.0,9 years,Source Verified,MORTGAGE,IL,14.98,15.0,19811.4584862066,0.0,0.0,Fully Paid,1,0.2668329596449919
17475,3,B,11.99,major_purchase,45000.0,1 year,Verified,RENT,CA,22.35,26.0,20892.093721254,0.0,0.0,Fully Paid,1,0.1742304411060518
19000,5,B,11.99,debt_consolidation,38000.0,10+ years,Verified,OWN,FL,13.83,21.0,22043.2282677784,0.0,0.0,Fully Paid,1,0.13508725585866643
30000,5,C,13.99,debt_consolidation,399996.0,9 years,Source Verified,MORTGAGE,NJ,26.88,35.0,36680.7112267992,0.0,0.0,Fully Paid,1,0.16204942171468995
7200,3,A,7.49,debt_consolidation,78500.0,10+ years,Not Verified,MORTGAGE,NY,16.62,32.0,8061.506323868701,0.0,0.0,Fully Paid,1,0.11929030516417383
8500,3,C,15.23,debt_consolidation,65000.0,< 1 year,Source Verified,MORTGAGE,FL,5.76,8.0,9782.0767716908,0.0,0.0,Fully Paid,1,0.1694944161164449
9800,3,D,15.99,debt_consolidation,136000.0,2 years,Source Verified,MORTGAGE,CA,16.73,42.0,12401.5667204259,0.0,0.0,Fully Paid,1,0.22523047794914652
26500,5,G,22.11,credit_card,57600.0,5 years,Verified,RENT,NJ,19.67,16.0,40533.386456436005,0.0,0.0,Fully Paid,1,0.30614288111188803
10000,3,C,13.49,debt_consolidation,62000.0,3 years,Source Verified,RENT,NY,13.18,11.0,12192.4611286688,0.0,0.0,Fully Paid,1,0.1931119795647045
5600,3,C,15.23,home_improvement,105000.0,10+ years,Source Verified,MORTGAGE,NJ,2.7,31.0,6063.841512182202,0.0,0.0,Fully Paid,1,0.11822846351724503
6575,3,C,13.49,debt_consolidation,36000.0,5 years,Source Verified,RENT,CA,18.47,14.0,2677.2,12.72,0.0,Charged Off,0,-0.8198285712758155
7000,3,B,9.99,credit_card,42614.0,5 years,Source Verified,RENT,FL,1.8,15.0,5404.149999999999,158.26,1.5815000022,Charged Off,0,-0.1897782102044583
5000,3,B,11.49,debt_consolidation,75000.0,5 years,Not Verified,RENT,TX,16.1,8.0,5817.6229947383,0.0,0.0,Fully Paid,1,0.16800056098061544
15000,3,B,10.99,small_business,120000.0,3 years,Source Verified,MORTGAGE,FL,10.09,28.0,17676.3483540732,0.0,0.0,Fully Paid,1,0.1618024001070526
5400,3,A,7.49,debt_consolidation,60000.0,4 years,Not Verified,RENT,NY,4.86,21.0,6025.2659585845995,0.0,0.0,Fully Paid,1,0.1192903051641796
18000,5,G,22.11,credit_card,81000.0,4 years,Not Verified,RENT,NY,18.25,24.0,19367.87,1430.15,14.30149999,Charged Off,0,0.09683233247647882
30000,5,B,11.99,debt_consolidation,150000.0,10+ years,Verified,MORTGAGE,NY,21.7,28.0,40030.733770441904,0.0,0.0,Fully Paid,1,0.1966627072925744
3200,3,A,6.99,debt_consolidation,48000.0,6 years,Source Verified,MORTGAGE,CA,11.1,11.0,3540.780145761498,0.0,0.0,Fully Paid,1,0.11334030254156024
12225,3,A,7.49,debt_consolidation,154000.0,4 years,Source Verified,MORTGAGE,FL,12.03,23.0,13706.949077076702,0.0,0.0,Fully Paid,1,0.14014643320672793
5000,3,B,10.99,other,98000.0,10+ years,Not Verified,MORTGAGE,CA,13.47,17.0,5892.1161157944,0.0,0.0,Fully Paid,1,0.16180240010704638
4500,3,B,11.99,other,72000.0,5 years,Source Verified,RENT,CA,7.78,19.0,5380.267550169104,0.0,0.0,Fully Paid,1,0.1952547886601077
17600,3,B,10.59,credit_card,100000.0,10+ years,Not Verified,MORTGAGE,CA,13.69,34.0,20114.5033168962,0.0,0.0,Fully Paid,1,0.156866603642146
12000,5,B,10.99,major_purchase,55000.0,10+ years,Source Verified,MORTGAGE,FL,7.24,16.0,9006.52,937.53,9.2016999976,Charged Off,0,-0.16317480735248613
12000,5,E,19.69,small_business,54000.0,4 years,Source Verified,RENT,CA,15.62,16.0,18951.2200594838,0.0,0.0,Fully Paid,1,0.3036665924220294
10000,3,D,15.62,debt_consolidation,90000.0,10+ years,Source Verified,RENT,NY,12.19,30.0,11027.440420268998,0.0,0.0,Fully Paid,1,0.12318494813791947
6250,3,D,15.99,debt_consolidation,27000.0,3 years,Not Verified,RENT,CA,19.42,17.0,7909.1294038559,0.0,0.0,Fully Paid,1,0.22523047794914342
35000,3,C,14.79,debt_consolidation,215000.0,10+ years,Verified,MORTGAGE,CA,8.29,30.0,40081.2321513401,0.0,0.0,Fully Paid,1,0.16386825396285243
10000,3,A,6.99,home_improvement,30000.0,1 year,Verified,MORTGAGE,CA,27.92,29.0,10115.3222862,0.0,0.0,Fully Paid,1,0.04384502620350639
2500,3,A,5.99,other,81000.0,6 years,Not Verified,MORTGAGE,NJ,15.44,31.0,2737.5450067176,0.0,0.0,Fully Paid,1,0.10153114032863764
13800,3,B,11.99,debt_consolidation,80600.0,10+ years,Not Verified,RENT,CA,18.4,34.0,15333.744928298098,0.0,0.0,Fully Paid,1,0.12865613656054498
16000,5,B,11.99,debt_consolidation,32000.0,10+ years,Source Verified,RENT,IL,19.13,21.0,10355.25,1477.0,20.8525000052,Charged Off,0,-0.29259421897486015
12000,3,B,11.49,credit_card,58000.0,10+ years,Not Verified,RENT,FL,15.81,16.0,13024.897926963898,0.0,0.0,Fully Paid,1,0.0977898129200605
14000,5,C,13.49,home_improvement,55000.0,10+ years,Source Verified,MORTGAGE,NY,11.74,33.0,18569.35,235.23,42.341400005,Charged Off,0,0.19587077253657492
10000,3,A,8.49,moving,40000.0,< 1 year,Source Verified,RENT,NY,13.23,7.0,11351.5551731306,0.0,0.0,Fully Paid,1,0.131281910097919
13600,5,C,13.49,debt_consolidation,70000.0,2 years,Verified,RENT,CA,17.61,22.0,18577.0300084473,0.0,0.0,Fully Paid,1,0.2167565074725013
5000,3,B,10.59,credit_card,50000.0,10+ years,Verified,RENT,CA,19.46,58.0,5860.862811634897,0.0,0.0,Fully Paid,1,0.17783874934195087
4000,3,A,5.99,debt_consolidation,60000.0,< 1 year,Not Verified,MORTGAGE,TX,8.52,7.0,4279.9051563138,0.0,0.0,Fully Paid,1,0.10153114032864363
16000,5,C,13.49,debt_consolidation,65000.0,4 years,Verified,OWN,NY,29.35,39.0,19805.443161172698,0.0,0.0,Fully Paid,1,0.16500909616895498
3600,3,B,10.99,wedding,30000.0,2 years,Not Verified,RENT,FL,1.68,8.0,4226.8772053251005,0.0,0.0,Fully Paid,1,0.16180240010704638
17100,5,B,10.99,debt_consolidation,46608.0,10+ years,Source Verified,MORTGAGE,FL,27.37,27.0,22302.4178267506,0.0,0.0,Fully Paid,1,0.1834613859508829
6200,3,A,5.99,major_purchase,20000.0,9 years,Verified,RENT,NY,1.2,13.0,6789.1582403535995,0.0,0.0,Fully Paid,1,0.10153114032862898
15000,3,A,8.49,debt_consolidation,78000.0,4 years,Source Verified,MORTGAGE,CA,16.51,32.0,16752.837215271204,0.0,0.0,Fully Paid,1,0.131281910097919
25000,5,D,15.99,debt_consolidation,60000.0,3 years,Verified,MORTGAGE,TX,19.16,29.0,18711.15,2301.19,23.0001,Charged Off,0,-0.19265347320926718
10000,3,C,14.79,other,153000.0,10+ years,Not Verified,MORTGAGE,TX,20.98,40.0,12470.7517072812,0.0,0.0,Fully Paid,1,0.23084001439644175
3000,3,A,5.42,debt_consolidation,48000.0,10+ years,Source Verified,RENT,TX,14.15,12.0,3257.260315355802,0.0,0.0,Fully Paid,1,0.09485374375197542
12000,5,C,13.49,debt_consolidation,39000.0,6 years,Not Verified,RENT,CA,20.46,20.0,4739.06,1434.38,256.7412,Charged Off,0,-0.7834997456540416
3000,3,A,7.49,credit_card,24000.0,2 years,Source Verified,RENT,CA,12.85,7.0,3219.539084757,0.0,0.0,Fully Paid,1,0.09731712080472099
2500,3,B,10.99,other,80000.0,9 years,Source Verified,RENT,TX,2.55,14.0,2938.67357705,0.0,0.0,Fully Paid,1,0.16180240010704638
2650,3,C,12.99,debt_consolidation,52000.0,8 years,Not Verified,MORTGAGE,CA,10.48,7.0,3076.0559206215007,0.0,0.0,Fully Paid,1,0.1645690822885706
14000,3,A,7.49,credit_card,65000.0,3 years,Not Verified,RENT,TX,1.42,22.0,14172.8,0.0,0.0,Fully Paid,1,0.0497149951626672
12000,3,B,11.99,debt_consolidation,72000.0,3 years,Verified,RENT,CA,16.07,10.0,13775.074105574098,0.0,0.0,Fully Paid,1,0.15205762035495907
14300,5,F,21.36,debt_consolidation,41766.0,4 years,Verified,RENT,NY,17.93,21.0,5726.63,728.39,6.92,Charged Off,0,-0.7611066926611871
12000,5,B,10.59,small_business,108000.0,< 1 year,Source Verified,MORTGAGE,NY,1.71,26.0,15507.5899873675,0.0,0.0,Fully Paid,1,0.1782238988785032
7425,3,B,9.99,other,71884.0,10+ years,Source Verified,OWN,CA,20.2,13.0,4313.48,252.01,2.59,Charged Off,0,-0.5086240763783515
35000,5,D,15.99,home_improvement,129500.0,8 years,Verified,MORTGAGE,NJ,15.55,23.0,35467.94,0.0,0.0,Fully Paid,1,0.05221423211559517
19000,3,B,11.99,debt_consolidation,105000.0,4 years,Not Verified,MORTGAGE,NJ,9.99,34.0,22715.2585153514,0.0,0.0,Fully Paid,1,0.1742304411060518
35000,5,C,12.99,debt_consolidation,120000.0,10+ years,Verified,MORTGAGE,NY,5.13,22.0,39558.6561098163,0.0,0.0,Fully Paid,1,0.11688709843941081
15000,3,A,6.99,debt_consolidation,100000.0,5 years,Verified,RENT,CA,18.88,29.0,16644.4931573002,0.0,0.0,Fully Paid,1,0.11334030254156913
7300,3,A,7.49,debt_consolidation,63000.0,8 years,Source Verified,MORTGAGE,TX,7.33,16.0,8173.4728621279,0.0,0.0,Fully Paid,1,0.11929030516417671
2800,3,B,10.99,wedding,60000.0,9 years,Source Verified,MORTGAGE,FL,24.44,31.0,2825.75,0.0,0.0,Fully Paid,1,0.03809002501535175
15350,5,D,17.49,debt_consolidation,90000.0,< 1 year,Verified,MORTGAGE,IL,19.87,63.0,16349.2399828183,0.0,0.0,Fully Paid,1,0.2721001253434763
9000,3,B,10.59,debt_consolidation,83000.0,10+ years,Not Verified,RENT,CA,16.02,38.0,10249.8510626792,0.0,0.0,Fully Paid,1,0.13475564691245911
28000,3,D,15.62,credit_card,110000.0,< 1 year,Verified,MORTGAGE,CA,11.64,37.0,33035.2213461673,0.0,0.0,Fully Paid,1,0.1745025666544715
30000,3,C,15.23,debt_consolidation,92004.0,6 years,Verified,RENT,IL,16.9,17.0,37560.2373809259,0.0,0.0,Fully Paid,1,0.21537967252816914
13150,5,D,15.99,debt_consolidation,81500.0,6 years,Not Verified,MORTGAGE,FL,16.55,17.0,16519.710731118503,0.0,0.0,Fully Paid,1,0.17950993373534185
35000,5,F,20.99,small_business,250000.0,2 years,Source Verified,MORTGAGE,CA,4.81,18.0,56662.58993842341,0.0,0.0,Fully Paid,1,0.32270763530884095
7200,3,A,7.49,credit_card,69935.0,2 years,Source Verified,MORTGAGE,IL,19.41,23.0,8035.706728188396,0.0,0.0,Fully Paid,1,0.11929030516417383
35000,5,E,17.99,debt_consolidation,85000.0,< 1 year,Verified,RENT,NY,2.56,7.0,43119.5251081542,0.0,0.0,Fully Paid,1,0.1749177548294676
